comment_id,stakeholder_name,draft_id,draft_section,comment
C0503,David Sharma,Draft_2,Section 10,"Overall the draft is balanced, though some minor improvements can be made. Whereas The timelines mentioned in Section 10 seem reasonable, but further clarity is needed. Consequently, The timelines mentioned in Section 10 seem reasonable, but further clarity is needed. (Section 5, Regulation 1)"
C0504,Aayush Mann,Draft_4,Section 10,"The penalties in Section 10 are too harsh and may discourage c
ompliance. Despite Some clauses are overly technical and difficult to implement."
C0505,Mekhala Solanki,Draft_4,Section 9,"The definition provided in Section 9 is ambiguous and creates confusion. However, The inclusion of MSMEs in Section 9 is highly appreciated. (Rule 7 of Companies Act 2020)"
C0506,Gautam Suresh,Draft_1,Section 2,"The inclusion of MSMEs in Section 2 is highly appreciated. Although The amendment in Section 2 is a welcome step and will ease compliance. Consequently, The definition provided in Section 2 is ambiguous and creates confusion. In addition, The reporting requirements in Section 2 are impractical for small businesses."
C0507,Kritika Chakraborty,Draft_4,Section 5,"The reporting requirements in Section 5 are impractical for small businesses However, in accordance with the regulations, The definition provided in Section 5 is ambiguous and creates confusion. ..."
C0508,Forum Pall,Draft_4,Section 1,"The timelines mentioned in Section 1 seem reasonable, but further clarity is needed. Furthermore, The timelines mentioned in Section 1 seem reasonable, but further clarity is needed. (Rule 5 of Companies Act 2025) In addition, No significant issues found, but detailed implementation will matter. (Section 8, Regulation 16) Whereas pursuant to the applicable laws, Overall the draft is balanced, though some minor improvements can be made. However, notwithstanding the foregoing, Overall the draft is balanced, though some minor improvements can be made. Whereas Certain sections require cross-referencing for completeness. Whereas No significant issues found, but detailed implementation will matter. (MCA Guidelines 2021) However, No significant issues found, but detailed implementation will matter. Consequently, hereinafter referred to as, The timelines mentioned in Section 1 seem reasonable, but further clarity is needed. Whereas Overall the draft is balanced, though some minor improvements can be made. (Rule 3 of Companies Act 2023) Whereas The draft document covers key areas adequately. Furthermore, The draft document covers key areas adequately. (Rule 6 of Companies Act 2025) Furthermore, The draft document covers key areas adequately. Despite Certain sections require cross-referencing for completeness. Despite Overall the draft is balanced, though some minor improvements can be made."
C0509,Darika Barman,Draft_1,Section 5,"  Overall  the draft is balanced, though some minor improvements can be made. Whereas The timelines mentioned in Section 5 seem reasonable, but further clarity is needed. However, The timelines mentioned in Section 5 seem reasonable, but further clarity is needed."
C0510,Peter Das,Draft_1,Section 7,"The draft shows a progressive approach towards transparency. In addition, for the avoidance of doubt, The draft shows a progressive approach towards transparency. Despite This provision aligns with global best practices and benefits stakeholders. Consequently, The inclusion of MSMEs in Section 7 is highly appreciated. (MCA Guidelines 2019) Consequently, This provision aligns with global best practices and benefits stakeholders. ..."
C0511,Anya Dhingra,Draft_2,Section 10,"The draft shows a progressive approach towards transparency Whereas This provision aligns with global best practices and benefits stakeholders. Wh
ereas The amendment in Section 10 is a welcome step and will ease compliance. However, The draft shows a progressive approach towards transparency. ..."
C0512,Nirja Buch,Draft_6,Section 1,"  The  proposed timelines seem practical and considerate. In addition, The amendment in Section 1 is a welcome step and will ease compliance. (MCA Guidelines 2021) In addition, The amendment in Section 1 is a welcome step and will ease compliance. Whereas The draft shows a progressive approach towards transparency. (MCA Guidelines 2025) Consequently, as mandated under, This provision aligns with global best practices and benefits stakeholders."
C0513,Krisha Oak,Draft_4,Section 6,"The draft repeats older provisions without adding clarity Despite Some clauses are overly technical a
nd difficult to implement. Although The inclusion of MSMEs in Section 6 is highly appreciated. However, The amendment in Section 6 is a welcome step and will ease compliance."
C0514,Vrishti Balakrishnan,Draft_2,Section 10,"The amendment in Section 10 is a welcome step and will ease compliance. Although The draft shows a progressive approach towards transparency. However, The penalties in Section 10 are too harsh and may discourage compliance. (Section 6, Regulation 16)"
C0515,Waida Sunder,Draft_2,Section 7,"  The  draft shows a progressive approach towards transparency. Despite This provision aligns with global best practices and benefits stakeholders. (MCA Guidelines 2023) Consequently, This provision aligns with global best practices and benefits stakeholders."
C0516,Sathvik Korpal,Draft_5,Section 6,"  The  definition provided in Section 6 is ambiguous and creates confusion. Consequently, The definition provided in Section 6 is ambiguous and creates confusion. In addition, The definition provided in Section 6 is ambiguous and creates confusion. Consequently, The reporting requirements in Section 6 are impractical for small businesses. (MCA Guidelines 2020)"
C0517,Yagnesh Modi,Draft_3,Section 9,"This provision aligns with global best practices and benefits stakeholders. Despite This provision aligns with global best practices and benefits stakeholders. (Section 10, Regulation 5) However, The draft shows a progressive approach towards transparency. Despite The reporting requirements in Section 9 are impractical for small businesses. Although The draft repeats older provisions without adding clarity."
C0518,Rayaan Bala,Draft_2,Section 8,"  -  The draft shows a progressive approach towards transparency. - The inclusion of MSMEs in Section 8 is highly appreciated. - The draft repeats older provisions without adding clarity. (Section 4, Regulation 8) - Certain sections require cross-referencing for completeness. (Section 6, Regulation 14)"
C0519,Mahika Nagy,Draft_3,Section 4,"  -  Certain sections require cross-referencing for completeness. (Section 8, Regulation 8) - The reporting requirements in Section 4 are impractical for small businesses. - Some clauses are overly technical and difficult to implement. (MCA Guidelines 2024) - This provision aligns with global best practices and benefits stakeholders."
C0520,Rehaan Balay,Draft_6,Section 2,"  The  amendment in Section 2 is a welcome step and will ease compliance. In addition, in accordance with the regulations, The amendment in Section 2 is a welcome step and will ease compliance. However, The draft shows a progressive approach towards transparency. Whereas This provision aligns with global best practices and benefits stakeholders."
C0521,Omya Goel,Draft_2,Section 7,The draft repeats older provisions without adding clarity. Although The definition provided in Section 7 is ambiguous and creates confusion. Although The reporting requirements in Section 7 are impractical for small businesses.
C0522,Ridhi Sekhon,Draft_4,Section 3,"The timelines mentioned in Section 3 seem reasonable, but further clarity is needed. Whereas Overall the draft is balanced, though some minor improvements can be made. Although subject to the provisions, No significant issues found, but detailed implementation will matter. Although Overall the draft is balanced, though some minor improvements can be made."
C0523,Darsh Kothari,Draft_6,Section 9,"- Certain sections require cross-referencing for completeness - The definition provided in Section 9 is amb
iguous and creates confusion. - The draft shows a progressive approach towards transparency. - Certain sections require cross-referencing for completeness."
C0524,Lakshit Kale,Draft_5,Section 9,"The draft document covers key areas adequately. Consequently, No significan t issues found, but detliaed implementation will matter. Although The draft document covers key areas adequately."
C0525,Gunbir Mohanty,Draft_4,Section 2,"Certain sections require cross-referencing for completeness Furthermore, Overall the draft is balanced, though some minor improvements can be made. Despite The draft document covers key areas adequately. However, Overall the draft is balanced, though some minor improvements can be made. Consequently, The draft document covers key areas adequately."
C0526,Gauri Sibal,Draft_3,Section 2,"The draft document covers key areas adequately. Whereas No significant issues found, but detailed implementation will matter."
C0527,Kamala Lal,Draft_5,Section 9,"  Certain  sections require cross-referencing for completeness. Despite Overall the draft is balanced, though some minor improvemen
ts can be made. In addition, No significant issues found, but detailed implementation will matter. However, Overall the draft is balanced, though some minor improvements can be made. (MCA Guidelines 2021) Whereas Certain sections require cross-referencing for completeness. (Section 9, Regulation 18)"
C0528,Ekalinga Nayak,Draft_6,Section 6,"  No  significant issues found, but detailed implementation will matter. However, Certain sections require cross-referencing for completeness. Despite Overall the draft is balanced, though some minor improvements can be made. (Section 8, Regulation 5) Despite The draft document covers key areas adequately. Despite No significant issues found, but detailed implementation will matter."
C0529,Janani Rattan,Draft_5,Section 4,"The draft repeats older provisions without adding clarity. However, shall be deemed, The reporting requirements in Section 4 are impractical for small businesses. However, Some clauses are overly technical and difficult to implement."
C0530,Azad Ganesan,Draft_5,Section 5,"The draft document covers key areas adequately. In addition, The draft document covers key areas adequately. ..."
C0531,Kavya Nagar,Draft_4,Section 2,"The draft repeats older provisions without adding clarity. Whereas The penalties in Section 2 are too har
sh and may discourage compliance. Whereas Some clauses are overly technical and difficult to implement. Consequently, hereinafter referred to as, Some clauses are overly technical and difficult to implement."
C0532,Anay Nanda,Draft_3,Section 7,"The proposed timelines seem practical and considerate. Furthermore, The proposed timelines seem practical and considerate. Furthermore, The draft shows a progressive approach towards transparency. (Rule 8 of Companies Act 2022) Consequently, The amendment in Section 7 is a welcome step and will ease compliance. Although This provision aligns with global best practices and benefits stakeholders. (Rule 4 of Companies Act 2019)"
C0533,Logan Ramakrishnan,Draft_6,Section 5,"Some clauses are overly technical and difficult to implement. Despite subject to the provisions, The penalties in Section 5 are too harsh and may discourage compliance."
C0534,Vasatika Sarna,Draft_3,Section 2,1. The draft repeats older provisions without adding clarity. 2. The inclusion of MSMEs in Section 2 is highly appreciated. 3. The draft document covers key areas adequately. (Rule 5 of Companies Act 2018)
C0535,Vincent Chatterjee,Draft_5,Section 3,"  The  proposed timelines seem practical and considerate. Despite The inclusion of MSMEs in Section 3 is highly appreciated. (Section 9, Regulation 19) However, The amendment in Section 3 is a welcome step and will ease compliance. (MCA Guidelines 2019) Furthermore, The inclusion of MSMEs in Section 3 is highly appreciated."
C0536,Faqid Deep,Draft_4,Section 3,"  The  proposed timelines seem practical and considerate. Consequently, The inclusion of MSMEs in Section 3 is highly appreciated. (Section 5, Regulation 13) However, The draft shows a progressive approach towards transparency. Consequently, The proposed timelines seem practical and considerate. (Rule 5 of Companies Act 2024) In addition, The amendment in Section 3 is a welcome step and will ease compliance."
C0537,Karan Bir,Draft_1,Section 7,"The inclusion of MSMEs in Section 7 is highly appreciated. Despite The inclusion of MSMEs in Section 7 is highly appreciated. Although for the avoidance of doubt, The amendment in Section 7 is a welcome step and will ease compliance."
C0538,Advik Korpal,Draft_1,Section 7,"1. This provision aligns with global best practices and benefits stakeholders. (MCA Guidelines 2024) 2. Certain sections require cross-referencing for completeness. 3. Certain sections require cross-referencing for completeness. 4. The timelines mentioned in Section 7 seem reasonable, but further clarity is needed. (Section 2, Regulation 16)"
C0539,Saumya Iyengar,Draft_6,Section 2,"The draft shows a progressive approach towards transparency. Furthermore, The proposed timelines seem practical and consid
erate. Furthermore, The amendment in Section 2 is a welcome step and will ease compliance. Consequently, This provision aligns with global best practices and benefits stakeholders. (MCA Guidelines 2018) Whereas The inclusion of MSMEs in Section 2 is highly appreciated."
C0540,Nathaniel Kalla,Draft_4,Section 4,"  The  penalties in Section 4 are too harsh and may discourage compliance. However, The draft shows a progressive approach towards transparency. Furthermore,
 in accordance with the regulations, The amendment in Section 4 is a welcome step and will ease compliance. Whereas in accordance with the regulations, The inclusion of MSMEs in Section 4 is highly appreciated. ..."
C0541,Ishwar Gandhi,Draft_2,Section 4,"The proposed timelines seem practical and considera
te. However, The amendment in Section 4 is a welcome step and will ease compliance."
C0542,Abeer Kamdar,Draft_1,Section 3,"This provision aligns with global best practices and benefits stakeholders. Furthermore, subject to the provisions, The proposed timelines seem practical and considerate. In addition, The inclusion of MSMEs in Section 3 is highly appreciated. (Rule 6 of Companies Act 2022) However, The amendment in Section 3 is a welcome step and will ease compliance. Despite The inclusion of MSMEs in Section 3 is highly appreciated. In addition, The amendment in Section 3 is a welcome step and will ease compliance. Although pursuant to the applicable laws, The amendment in Section 3 is a welcome step and will ease compliance. In addition, The proposed timelines seem practical and considerate. However, The amendment in Section 3 is a welcome step and will ease compliance. Although notwithstanding the foregoing, The inclusion of MSMEs in Section 3 is highly appreciated. Despite The draft shows a progressive approach towards transparency. Although This provision aligns with global best practices and benefits stakeholders. However, This provision aligns with global best practices and benefits stakeholders."
C0543,Vincent Doctor,Draft_1,Section 10,"  The  amendment in Section 10 is a welcome step and will ease compliance. Furthermore, hereinafter referred to as, The draft shows a progressive approach towards transparency. (Rule 9 of Companies Act 2018) Furthermore, The reporting requirements in Section 10 are impractical for small businesses."
C0544,Bimala Minhas,Draft_2,Section 10,"The draft repeats older provisions without adding clarity. Consequently, The amendment in Section 10 is a welcome step and will ease compliance."
C0545,Urmi Ravel,Draft_4,Section 5,"Overall the draft is balanced, though some minor improvements can be made. Despite No significant issues found, but detailed implementation will matter."
C0546,Saanvi Lala,Draft_3,Section 8,"  This  provision aligns with global best practices and benefits stakeholders. However, The draft shows a progressive approach towards transparency. Furthermore, The penalties in Section 8 are too harsh and may discourage compliance. Despite The draft shows a progressive approach towards transparency. Consequently, The inclusion of MSMEs in Section 8 is highly appreciated."
C0547,Deepa Arya,Draft_3,Section 7,"The proposed timelines seem practical and considerate. In addition, The reporting requirements in Section 7 are impractical for small businesses."
C0548,Eta Dara,Draft_1,Section 5,"The inclusion of MSMEs in Section 5 is highly appreciated. Despite hereinafter referred to as, The proposed timelines seem practical and considerate. (Section 4, Regulation 11) Despite This provision aligns with global best practices and benefits stakeholders. Despite in accordance with the regulations, This provision aligns with global best practices and benefits stakeholders."
C0549,Darsh Dasgupta,Draft_3,Section 2,"Some clauses are overly technical and difficult to implement. However, The definition provided in Section 2 is ambiguous and creates confusion. Although The inclusion of MSMEs in Section 2 is highly appreciated. Despite The amendment in Section 2 is a welcome step and will ease compliance. In addition, in accordance with the regulations, The definition provided in Section 2 is ambiguous and creates confusion. (Section 3, Regulation 5)"
C0550,Ekani Sant,Draft_3,Section 1,"The draft shows a progressive approach towards transparency. Although The reporting requirements in Section 1 are impractical for small businesses. Consequently, The penalties in Section 1 are too harsh and may discourage compliance. However, The draft shows a progressive approach towards transparency."
C0551,Balveer Bajaj,Draft_4,Section 6,"No significant issues found, but detailed implementation will matter. In addition, Certain sections require cross-referencing for completeness. Consequently, The draft document covers key areas adequately."
C0552,Bhanumati Mander,Draft_4,Section 4,"Certain sections require cross-referencing for completeness. Whereas No significant issues found, but detailed implementation will matter. Despite No significant issues found, but detailed implementation will matter. (MCA Guidelines 2018)"
C0553,Gopal Nanda,Draft_2,Section 3,"This provision aligns with global best practices and benefits stakeholders. Furthermore, The draft shows a progressive approach towards transparency. Despite Some clauses are overly technical and difficult to implement. Although The reporting requirements in Section 3 are impractical for small businesses. (Section 4, Regulation 9)"
C0554,Vanya Munshi,Draft_1,Section 6,"  1.  The proposed timelines seem practical and considerate. (MCA Guidelines 2021) 2. Certain sections require cross-referencing for completeness. (Section 2, Regulation 15)"
C0555,Forum Sahni,Draft_1,Section 6,"  1.  The inclusion of MSMEs in Section 6 is highly appreciated. (MCA Guidelines 2018) 2. No significant issues found, but detailed implementation will matter. 3. The draft document covers key areas adequately. (Section 4, Regulation 2)"
C0556,Aarush Garg,Draft_6,Section 8,"The timelines mentioned in Section 8 seem reasonable, but further clarity is needed. Furthermore, The draft document covers key areas adequately. However, Certain sections require cross-referencing for completeness. Consequently, The draft document covers key areas adequately."
C0557,Matthew Nagi,Draft_4,Section 9,"No significant issues found, but detailed implementation will matter. Despite Certain sections require cross-referencing for completeness. However, subject to the provisions, No significant issues found, but detailed implementation will matter. (Section 3, Regulation 20) Furthermore, The draft document covers key areas adequately."
C0558,Harini Bhalla,Draft_4,Section 6,The draft shows a progressive approach towards transparency. Whereas The draft shows a progressive approach towards transparency.
C0559,Vrishti Toor,Draft_2,Section 2,"The proposed timelines seem practical and considerate Furthermore, Some clauses are overly technical and difficult to implement."
C0560,Harish Bhavsar,Draft_3,Section 5,"The reporting requirements in Section 5 are impractical for small businesses. Furthermore, The draft repeats older provisions without adding clarity. However, The penalties in Section 5 are too harsh and may discourage compliance. Whereas The penalties in Section 5 are too harsh and may discourage compliance. (Section 1, Regulation 14) However, The penalties in Section 5 are too harsh and may discourage compliance."
C0561,Zayan Pradhan,Draft_6,Section 6,"The draft document covers key areas adequately. However, Overall the draft is balanced, though some minor improvements can be made. Despite Overall the draft is balanced, though some minor improvements can be made. However, Certain sections require cross-referencing for completeness. (Rule 1 of Companies Act 2022) However, Overall the draft is balanced, though some minor improvements can be made. Whereas The timelines mentioned in Section 6 seem reasonable, but further clarity is needed. Furthermore, Certain sections require cross-referencing for completeness. Consequently, The draft document covers key areas adequately. Despite Overall the draft is balanced, though some minor improvements can be made. Although Overall the draft is balanced, though some minor improvements can be made. Whereas The timelines mentioned in Section 6 seem reasonable, but further clarity is needed. Whereas Overall the draft is balanced, though some minor improvements can be made."
C0562,Fiyaz Khare,Draft_2,Section 6,"The definition provided in Section 6 is ambiguous and creates confusion. Consequently, The draft repeats older provisions without
 adding clarity. Consequently, for the avoidance of doubt, The draft repeats older provisions without adding clarity. In addition, The draft repeats older provisions without adding clarity. (MCA Guidelines 2022)"
C0563,Agastya Dalal,Draft_2,Section 1,"  The  penalties in Section 1 are too harsh and may discourage compliance. However, The reporting requirements in Section 1 are impractical for small businesses. Consequently, Some clauses are overly technical and difficult to implement. Furthermore, subject to the provisions, The penalties in Section 1 are too harsh and may discourage compliance."
C0564,Tanvi Narang,Draft_3,Section 3,"  The  draft document covers key areas adequately Furthermore, pursuant to the applicable laws, No significant issues found, but detailed implementation will matter."
C0565,Jack Badal,Draft_6,Section 1,"The draft document covers key areas adequately. Consequently, Certain sections require cross-referencing for completeness. (Rule 7 of Companies Act 2025) Despite No significant issues found, but detailed implementation will matter. ..."
C0566,Tara Apte,Draft_5,Section 6,"- The draft repeats older provisions without adding clarity. (Section 1, Regulation 4) - The draft shows a progressive approach towards transparency."
C0567,Ekantika Din,Draft_6,Section 7,"The penalties in Section 7 are too harsh and may discourage compliance. However, The draft repeats older provisions without addi ng clarity. Despite pursuant to the applicable laws, This provision aligns with global best practices and benefits stakeholders. In addition, The draft repeats ordel provisions without adding clarity."
C0568,Vincent Lala,Draft_2,Section 3,"The proposed timelines seem practical and considerate. Despite This provision aligns with global best practices and benefits stakeholders. In addition, The inclusion of MSMEs in Section 3 is highly appreciated. In addition, The inclusion of MSMEs in Section 3 is highly appreciated. Furthermore, The draft shows a progressive approach towards transparency."
C0569,Ishanvi Dave,Draft_5,Section 2,"The definition provided in Section 2 is ambiguous and creates confusion. Although The inclusion of MSMEs in Section 2 is highly apprecia
ted. (Rule 5 of Companies Act 2024) Whereas The penalties in Section 2 are too harsh and may discourage compliance. Whereas The definition provided in Section 2 is ambiguous and creates confusion."
C0570,Ranbir Bala,Draft_1,Section 9,"1. The draft shows a progressive approach towards transparency. 2. The draft repeats older provisions without adding clarity. 3. The reporting requirements in Section 9 are impractical for small businesses. (Section 1, Regulation 2)"
C0571,Nihal Bir,Draft_6,Section 7,"Overall the draft is balanced, though some minor improvements can be made. In addition, No significant issues found, but detailed implementation will matter. Whereas No significant issues found, but detailed implementation will matter. Despite No significant issues found, but detailed implementation will matter. (Rule 9 of Companies Act 2019)"
C0572,Rajata Banik,Draft_4,Section 10,"The amendment in Section 10 is a welcome step and will ease compliance. In addition, This provision aligns with global best practices and benefits stakeholders. However, The amendment in Section 10 is a welcome step and will ease compliance. (Rule 2 of Companies Act 2024)"
C0573,Janya Seshadri,Draft_6,Section 4,"Certain sections require cross-referencing for completeness. Consequently, The timelines mentioned in Section 4 seem reasonable, but further clarity is needed. Although The timelines mentioned in Section 4 seem reasonable, but further clarity is needed. In addition, shall be deemed, The timelines mentioned in Section 4 seem reasonable, but further clarity is needed. However, hereinafter referred to as, The timelines mentioned in Section 4 seem reasonable, but further clarity is needed."
C0574,Veda Oommen,Draft_2,Section 3,"1. The draft document covers key ar
eas adequately. 2. The penalties in Section 3 are too harsh and may discourage compliance."
C0575,Yashica Cheema,Draft_1,Section 5,"1. The draft repeats older provisions without adding clarity. 2. The penalties in Section 5 are too harsh and may discourage compliance. (Section 1, Regulation 1)"
C0576,Vamakshi Goswami,Draft_2,Section 1,"  Certain  sections require cross-referencing for completeness. Whereas notwithstanding the foregoing, No significant issues found, but detailed implementation will matter. However, Certain sections require cross-referencing for completeness. (MCA Guidelines 2020) Furthermore, The draft document covers key areas adequately."
C0577,Madhav Bala,Draft_1,Section 4,"Certain sections require cross-referencing for completeness. Whereas No significant issues found, but detailed implementation will matter. (Rule 1 of Companies Act 2019) Although shall be deemed, Certain sections require cross-referencing for completeness. Whereas No significant issues found, but detailed implementation will matter. However, Overall the draft is balanced, though some minor improvements can be made. (Section 9, Regulation 5)"
C0578,Anay Roy,Draft_6,Section 6,"Some clauses are overly technical and difficult to implement. Furthermore, The draft repeats older provisions without adding clarity."
C0579,Raksha Rana,Draft_5,Section 10,"The definition provided in Section 10 is ambiguous and creates confusion. Despite Some clauses are overly technical and difficult to implement. In addition, The definition provided in Section 10 is ambiguous and creates confusion. Whereas as mandated under, The amendment in Section 10 is a welcome step and will ease compliance."
C0580,Parth Khatri,Draft_2,Section 6,"  The  penalties in Section 6 are too harsh and may discourage compliance Consequently, The proposed timelines seem practical and considerate. (Rule 9 of Companies Act 2021)"
C0581,Amrita Soman,Draft_3,Section 6,"This provision aligns with global best practices and benefits stakeholders. Although The amendment in Section 6 is a welcome step and will ease compliance. Although The definition provided in Section 6 is ambiguous and creates confusion. However, The inclusion of MSMEs in Section 6 is highly appreciated. (MCA Guidelines 2022)"
C0582,Naveen Manda,Draft_3,Section 6,"  This  provision aligns with global best practices and benefits stakeholders Consequently, The proposed timelines seem practical and considerate."
C0583,Victor Purohit,Draft_6,Section 4,"This provision aligns with global best practices and benefits stakeholders Consequently, in accordance with the regulations, The amendment in Secti
on 4 is a welcome step and will ease compliance. Whereas The proposed timelines seem practical and considerate. Despite The proposed timelines seem practical and considerate."
C0584,Gopal Setty,Draft_4,Section 3,"This provision aligns with global best practices and benefits stakeholders Whereas The inclusion of MSMEs in Section 3 is highly appreciated. (Section 8, Regulation 10) Although This provision aligns with global best practices and benefits stakeholders. Furthermore, for the avoidance of doubt, The proposed timelines seem practical and considerate."
C0585,Ubika Mangal,Draft_1,Section 5,"Some clauses are overly technical and difficult to implement. Despite shall be deemed, The reporting requirements in Section 5 are impractical for small businesses. Although The reporting requirements in Section 5 are impractical for small businesses. Whereas The draft repeats older provisions without adding clarity. (Rule 7 of Companies Act 2020) ..."
C0586,Anmol Chahal,Draft_4,Section 7,"  This  provision aligns with global best practices and benefits stakeholders Consequently, The proposed timelines seem practical and considerate. Furthermore, The proposed timelines seem practical and considerate. However, This provision aligns with global best practices and benefits stakeholders. Whereas pursuant to the applicable laws, The draft shows a progressive approach towards transparency. (Rule 5 of Companies Act 2021) Whereas The draft shows a progressive approach towards transparency. Despite hereinafter referred to as, This provision aligns with global best practices and benefits stakeholders. Consequently, The amendment in Section 7 is a welcome step and will ease compliance. In addition, The proposed timelines seem practical and considerate. Consequently, The amendment in Section 7 is a welcome step and will ease compliance. Despite The inclusion of MSMEs in Section 7 is highly appreciated. In addition, The proposed timelines seem practical and considerate. (Section 6, Regulation 1) Whereas This provision aligns with global best practices and benefits stakeholders. Furthermore, This provision aligns with global best practices and benefits stakeholders. (Section 4, Regulation 7)"
C0587,Ati Thakkar,Draft_4,Section 8,"The reporting requirements in Section 8 are impractical for small businesses. In addition, Some clauses are overly technical and difficult to implement. Consequently, The penalties in Section 8 are too harsh and may discourage compliance. (MCA Guidelines 2019) In addition, The draft repeats older provisions without adding clarity. In addition, The penalties in Section 8 are too harsh and may discourage compliance."
C0588,Ojasvi Chandra,Draft_2,Section 5,"- Some clauses are overly technical and difficult to implement - The reporting requirements in Section 5 are impractical for small businesses. (Section 8, Regulation 10)"
C0589,Libni Prakash,Draft_4,Section 10,"No significant issues found, but detailed implementation will m
atter. Whereas Certain sections require cross-referencing for completeness."
C0590,Gayathri Dua,Draft_2,Section 9,"The inclusion of MSMEs in Section 9 is highly appreciated. Furthermore, for the avoidance of doubt, The draft shows a progressive approach towards transparency. In addition, as mandated under, The amendment in Section 9 is a welcome step and will ease compliance. Despite The draft shows a progressive approach towards transparency."
C0591,Pratyush Barad,Draft_5,Section 10,"The definition provided in Section 10 is ambiguous and creates confusion. However, The penalties in Section 10 are too harsh and may discourage compliance. Furthermore, pursuant to the applicable laws, The penalties in Section 10 are too harsh and may discourage compliance. Although The reporting requirements in Section 10 are impractical for small businesses."
C0592,Urishilla Dora,Draft_2,Section 7,"No significant issues found, but detailed implementation will matter. In addition, shall be deemed, Overall the draft is balanced, though some minor improvements can be made. In addition, Certain sections require cross-referencing for completeness. Furthermore, for the avoidance of doubt, Overall the draft is balanced, though some minor improvements can be made. (MCA Guidelines 2025) However, for the avoidance of doubt, No significant issues found, but detailed implementation will matter."
C0593,Bakhshi Bobal,Draft_3,Section 6,"The penalties in Section 6 are too harsh and may discourage compliance. Despite The penalties in Section 6 are too harsh and may discourage compliance. Furthermore, The draft repeats older provisions without adding clarity. Furthermore, The penalties in Section 6 are too harsh and may discourage compliance. Although Some clauses are overly technical and difficult to implement."
C0594,Abhimanyu Vaidya,Draft_5,Section 6,"1. The proposed timelines seem practical and considerate. 2. The draft repeats older provisions without adding clarity. 3. The draft shows a progressive approach towards transparency. (Section 3, Regulation 17) 4. The amendment in Section 6 is a welcome step and will ease compliance."
C0595,Lohit Lata,Draft_1,Section 3,"Overall the draft is balanced, though some minor improvements can be made Consequently, as mandated under, Overall the draft is balanced, though some minor improvements can be made."
C0596,Farhan Kalla,Draft_4,Section 1,"The draft repeats older provisions without adding clarity. Furthermore, This provision aligns with global best practices and benefits stakeholders."
C0597,Jack Sunder,Draft_4,Section 7,"  The  draft shows a progressive approach towards transparency. Despite This provision aligns with global best practices and benefits stakeholders. Consequently, The draft shows a progressive approach towards transparency. However, The draft shows a progressive approach towards transparency. Consequently, The inclusion of MSMEs in Section 7 is highly appreciated. (Section 8, Regulation 19) However, The draft shows a progressive approach towards transparency. Despite The draft shows a progressive approach towards transparency. Furthermore, The inclusion of MSMEs in Section 7 is highly appreciated. However, The draft shows a progressive approach towards transparency. Furthermore, The draft shows a progressive approach towards transparency. (Section 3, Regulation 1)"
C0598,Aarna Kata,Draft_1,Section 10,"This provision aligns with global best practices and benefits stakeholders. However, The draft shows a progressive approach towards transparency. (Section 7, Regulation 18) Whereas The reporting requirements in Section 10 are impractical for small businesses."
C0599,Bhavna Prakash,Draft_5,Section 2,"  The  proposed timelines seem practical and considerate. In addition, The draft shows a progressive approach towards transparency. Despite The draft shows a progressive approach towards transparency."
C0600,Aradhana Sheth,Draft_6,Section 9,"The amendment in Section 9 is a welcome step and will ease compliance. In addition, for the avoidance of doubt, The definit
ion provided in Section 9 is ambiguous and creates confusion. In addition, This provision aligns with global best practices and benefits stakeholders. In addition, for the avoidance of doubt, The inclusion of MSMEs in Section 9 is highly appreciated."
C0601,Ekanta Sarma,Draft_2,Section 9,"Some clauses are overly technical and difficult to implement. Consequently, The draft repeats older provisions without adding clarity. In addition, Some clauses are overly technical and difficult to implement. Whereas Some clauses are overly technical and difficult to implement. Furthermore, The penalties in Section 9 are too harsh and may discourage compliance."
C0602,Triveni Pandit,Draft_4,Section 4,"The draft repeats older provisions without adding clarity. Furthermore, subject to the provisions, The draft repeats older provisions without adding clarity. Furthermore, Some clauses are overly technical and difficult to implement."
C0603,Wahab Gupta,Draft_3,Section 3,"The inclusion of MSMEs in Section 3 is highly appreciated. Consequently, The draft shows a progressive approach towards transparency. However, The amendment in Section 3 is a welcome step and will ease compliance. (Section 6, Regulation 1) Furthermore, The draft shows a progressive approach towards transparency."
C0604,Yoshita Bhasin,Draft_1,Section 4,"  The  reporting requirements in Section 4 are impractical for small bus
inesses. Despite The definition provided in Section 4 is ambiguous and creates confusion."
C0605,Aarini Kannan,Draft_6,Section 5,  1.  The definition provided in Section 5 is ambiguous and creates confusion. 2. The draft shows a progressive approach towards transparency. 3. The penalties in Section 5 are too harsh and may discourage compliance.
C0606,Varenya Sachdev,Draft_1,Section 5,"  No  significant issues found, but detailed implementation will matter. Furthermore, Certain sections require cross-referencing for completeness. (Rule 1 of Companies Act 2018) However, Overall the draft is balanced, though some minor improvements can be made. In addition, No significant issues found, but detailed implementation will matter. Whereas 
The draft document covers key areas adequately. Despite No significant issues found, but detailed implementation will matter. Furthermore, The draft document covers key areas adequately. Furthermore, Overall the draft is balanced, though some minor improvements can be made. In addition, Certain sections require cross-referencing for completeness. (Rule 1 of Companies Act 2024) Although No significant issues found, but detailed implementation will matter."
C0607,Irya Rege,Draft_3,Section 1,"- The draft document covers key areas adequately. (Rule 6 of Companies Act 2024) - The timelines mentioned in Section 1 seem reasonable, but further clarity is needed. - The timelines mentioned in Section 1 seem reasonable, but further clarity is needed."
